occupation,filename,file,method,page_count,char_count,status,error
ACCOUNTANT,10554236.pdf,..\Dataset\ACCOUNTANT\10554236.pdf,native_pdfplumber,5,24232,ok,
ACCOUNTANT,10674770.pdf,..\Dataset\ACCOUNTANT\10674770.pdf,native_pdfplumber,2,7519,ok,
ACCOUNTANT,11163645.pdf,..\Dataset\ACCOUNTANT\11163645.pdf,native_pdfplumber,2,4773,ok,
ACCOUNTANT,11759079.pdf,..\Dataset\ACCOUNTANT\11759079.pdf,native_pdfplumber,2,5948,ok,
ACCOUNTANT,12065211.pdf,..\Dataset\ACCOUNTANT\12065211.pdf,native_pdfplumber,2,5592,ok,
ACCOUNTANT,12202337.pdf,..\Dataset\ACCOUNTANT\12202337.pdf,native_pdfplumber,2,5258,ok,
ACCOUNTANT,12338274.pdf,..\Dataset\ACCOUNTANT\12338274.pdf,native_pdfplumber,2,5880,ok,
ACCOUNTANT,12442909.pdf,..\Dataset\ACCOUNTANT\12442909.pdf,native_pdfplumber,2,4852,ok,
ACCOUNTANT,12780508.pdf,..\Dataset\ACCOUNTANT\12780508.pdf,native_pdfplumber,2,7501,ok,
ACCOUNTANT,12802330.pdf,..\Dataset\ACCOUNTANT\12802330.pdf,native_pdfplumber,2,6440,ok,
ACCOUNTANT,13072019.pdf,..\Dataset\ACCOUNTANT\13072019.pdf,native_pdfplumber,2,6087,ok,
ACCOUNTANT,13130984.pdf,..\Dataset\ACCOUNTANT\13130984.pdf,native_pdfplumber,1,4059,ok,
ACCOUNTANT,13294301.pdf,..\Dataset\ACCOUNTANT\13294301.pdf,native_pdfplumber,2,4767,ok,
ACCOUNTANT,13491889.pdf,..\Dataset\ACCOUNTANT\13491889.pdf,native_pdfplumber,2,5007,ok,
ACCOUNTANT,13701259.pdf,..\Dataset\ACCOUNTANT\13701259.pdf,native_pdfplumber,2,6640,ok,
ACCOUNTANT,14055988.pdf,..\Dataset\ACCOUNTANT\14055988.pdf,native_pdfplumber,2,4732,ok,
ACCOUNTANT,14126433.pdf,..\Dataset\ACCOUNTANT\14126433.pdf,native_pdfplumber,2,6305,ok,
ACCOUNTANT,14224370.pdf,..\Dataset\ACCOUNTANT\14224370.pdf,native_pdfplumber,1,3130,ok,
ACCOUNTANT,14449423.pdf,..\Dataset\ACCOUNTANT\14449423.pdf,native_pdfplumber,2,7523,ok,
ACCOUNTANT,14470533.pdf,..\Dataset\ACCOUNTANT\14470533.pdf,native_pdfplumber,1,6324,ok,
ACCOUNTANT,14491649.pdf,..\Dataset\ACCOUNTANT\14491649.pdf,native_pdfplumber,2,5577,ok,
ACCOUNTANT,14496667.pdf,..\Dataset\ACCOUNTANT\14496667.pdf,native_pdfplumber,2,5077,ok,
ACCOUNTANT,15289348.pdf,..\Dataset\ACCOUNTANT\15289348.pdf,native_pdfplumber,3,8594,ok,
ACCOUNTANT,15363277.pdf,..\Dataset\ACCOUNTANT\15363277.pdf,native_pdfplumber,2,6716,ok,
ACCOUNTANT,15592167.pdf,..\Dataset\ACCOUNTANT\15592167.pdf,native_pdfplumber,2,5035,ok,
ACCOUNTANT,15821633.pdf,..\Dataset\ACCOUNTANT\15821633.pdf,native_pdfplumber,2,6437,ok,
ACCOUNTANT,15906625.pdf,..\Dataset\ACCOUNTANT\15906625.pdf,native_pdfplumber,2,5692,ok,
ACCOUNTANT,16237710.pdf,..\Dataset\ACCOUNTANT\16237710.pdf,native_pdfplumber,3,5897,ok,
ACCOUNTANT,17306905.pdf,..\Dataset\ACCOUNTANT\17306905.pdf,native_pdfplumber,4,13145,ok,
ACCOUNTANT,17407184.pdf,..\Dataset\ACCOUNTANT\17407184.pdf,native_pdfplumber,1,5202,ok,
ACCOUNTANT,17556527.pdf,..\Dataset\ACCOUNTANT\17556527.pdf,native_pdfplumber,2,8153,ok,
ACCOUNTANT,18132924.pdf,..\Dataset\ACCOUNTANT\18132924.pdf,native_pdfplumber,2,6509,ok,
ACCOUNTANT,18365791.pdf,..\Dataset\ACCOUNTANT\18365791.pdf,native_pdfplumber,1,1603,ok,
ACCOUNTANT,18569929.pdf,..\Dataset\ACCOUNTANT\18569929.pdf,native_pdfplumber,2,4138,ok,
ACCOUNTANT,18635654.pdf,..\Dataset\ACCOUNTANT\18635654.pdf,native_pdfplumber,2,3372,ok,
ACCOUNTANT,18669563.pdf,..\Dataset\ACCOUNTANT\18669563.pdf,native_pdfplumber,2,4352,ok,
ACCOUNTANT,19446337.pdf,..\Dataset\ACCOUNTANT\19446337.pdf,native_pdfplumber,3,5777,ok,
ACCOUNTANT,19545827.pdf,..\Dataset\ACCOUNTANT\19545827.pdf,native_pdfplumber,2,6784,ok,
ACCOUNTANT,20082776.pdf,..\Dataset\ACCOUNTANT\20082776.pdf,native_pdfplumber,2,5043,ok,
ACCOUNTANT,20253563.pdf,..\Dataset\ACCOUNTANT\20253563.pdf,native_pdfplumber,1,4907,ok,
ACCOUNTANT,20345168.pdf,..\Dataset\ACCOUNTANT\20345168.pdf,native_pdfplumber,1,3550,ok,
ACCOUNTANT,20393721.pdf,..\Dataset\ACCOUNTANT\20393721.pdf,native_pdfplumber,1,5579,ok,
ACCOUNTANT,20624984.pdf,..\Dataset\ACCOUNTANT\20624984.pdf,native_pdfplumber,2,4814,ok,
ACCOUNTANT,21031285.pdf,..\Dataset\ACCOUNTANT\21031285.pdf,native_pdfplumber,2,5648,ok,
ACCOUNTANT,21338490.pdf,..\Dataset\ACCOUNTANT\21338490.pdf,native_pdfplumber,2,5045,ok,
ACCOUNTANT,21763056.pdf,..\Dataset\ACCOUNTANT\21763056.pdf,native_pdfplumber,2,5623,ok,
ACCOUNTANT,21794875.pdf,..\Dataset\ACCOUNTANT\21794875.pdf,native_pdfplumber,2,5914,ok,
ACCOUNTANT,21853199.pdf,..\Dataset\ACCOUNTANT\21853199.pdf,native_pdfplumber,2,5490,ok,
ACCOUNTANT,22465498.pdf,..\Dataset\ACCOUNTANT\22465498.pdf,native_pdfplumber,3,7674,ok,
ACCOUNTANT,22925443.pdf,..\Dataset\ACCOUNTANT\22925443.pdf,native_pdfplumber,3,5130,ok,
ACCOUNTANT,23139819.pdf,..\Dataset\ACCOUNTANT\23139819.pdf,native_pdfplumber,2,6767,ok,
ACCOUNTANT,23246831.pdf,..\Dataset\ACCOUNTANT\23246831.pdf,native_pdfplumber,2,5600,ok,
ACCOUNTANT,23387174.pdf,..\Dataset\ACCOUNTANT\23387174.pdf,native_pdfplumber,2,5924,ok,
ACCOUNTANT,23416654.pdf,..\Dataset\ACCOUNTANT\23416654.pdf,native_pdfplumber,2,5244,ok,
ACCOUNTANT,23438112.pdf,..\Dataset\ACCOUNTANT\23438112.pdf,native_pdfplumber,2,4858,ok,
ACCOUNTANT,23513618.pdf,..\Dataset\ACCOUNTANT\23513618.pdf,native_pdfplumber,2,5782,ok,
ACCOUNTANT,23636277.pdf,..\Dataset\ACCOUNTANT\23636277.pdf,native_pdfplumber,2,6471,ok,
ACCOUNTANT,23734441.pdf,..\Dataset\ACCOUNTANT\23734441.pdf,native_pdfplumber,2,6231,ok,
ACCOUNTANT,24103168.pdf,..\Dataset\ACCOUNTANT\24103168.pdf,native_pdfplumber,2,5110,ok,
ACCOUNTANT,24294778.pdf,..\Dataset\ACCOUNTANT\24294778.pdf,native_pdfplumber,3,9030,ok,
ACCOUNTANT,24703009.pdf,..\Dataset\ACCOUNTANT\24703009.pdf,native_pdfplumber,2,5960,ok,
ACCOUNTANT,24799301.pdf,..\Dataset\ACCOUNTANT\24799301.pdf,native_pdfplumber,1,1045,ok,
ACCOUNTANT,24817041.pdf,..\Dataset\ACCOUNTANT\24817041.pdf,native_pdfplumber,1,1967,ok,
ACCOUNTANT,25067742.pdf,..\Dataset\ACCOUNTANT\25067742.pdf,native_pdfplumber,1,2664,ok,
ACCOUNTANT,25127518.pdf,..\Dataset\ACCOUNTANT\25127518.pdf,native_pdfplumber,2,3425,ok,
ACCOUNTANT,25462793.pdf,..\Dataset\ACCOUNTANT\25462793.pdf,native_pdfplumber,1,3445,ok,
ACCOUNTANT,25547145.pdf,..\Dataset\ACCOUNTANT\25547145.pdf,native_pdfplumber,2,6968,ok,
ACCOUNTANT,25749150.pdf,..\Dataset\ACCOUNTANT\25749150.pdf,native_pdfplumber,2,6084,ok,
ACCOUNTANT,25846894.pdf,..\Dataset\ACCOUNTANT\25846894.pdf,native_pdfplumber,2,6068,ok,
ACCOUNTANT,25862026.pdf,..\Dataset\ACCOUNTANT\25862026.pdf,native_pdfplumber,1,5774,ok,
ACCOUNTANT,25867805.pdf,..\Dataset\ACCOUNTANT\25867805.pdf,native_pdfplumber,2,4663,ok,
ACCOUNTANT,25935030.pdf,..\Dataset\ACCOUNTANT\25935030.pdf,native_pdfplumber,3,5572,ok,
ACCOUNTANT,26065877.pdf,..\Dataset\ACCOUNTANT\26065877.pdf,native_pdfplumber,2,4999,ok,
ACCOUNTANT,26975573.pdf,..\Dataset\ACCOUNTANT\26975573.pdf,native_pdfplumber,2,8571,ok,
ACCOUNTANT,27558837.pdf,..\Dataset\ACCOUNTANT\27558837.pdf,native_pdfplumber,1,4793,ok,
ACCOUNTANT,27573855.pdf,..\Dataset\ACCOUNTANT\27573855.pdf,native_pdfplumber,2,6779,ok,
ACCOUNTANT,27637576.pdf,..\Dataset\ACCOUNTANT\27637576.pdf,native_pdfplumber,2,8895,ok,
ACCOUNTANT,27980446.pdf,..\Dataset\ACCOUNTANT\27980446.pdf,native_pdfplumber,2,5332,ok,
ACCOUNTANT,28298773.pdf,..\Dataset\ACCOUNTANT\28298773.pdf,native_pdfplumber,2,4867,ok,
ACCOUNTANT,28359817.pdf,..\Dataset\ACCOUNTANT\28359817.pdf,native_pdfplumber,2,5924,ok,
ACCOUNTANT,28614791.pdf,..\Dataset\ACCOUNTANT\28614791.pdf,native_pdfplumber,5,5976,ok,
ACCOUNTANT,28939941.pdf,..\Dataset\ACCOUNTANT\28939941.pdf,native_pdfplumber,2,6807,ok,
ACCOUNTANT,28969385.pdf,..\Dataset\ACCOUNTANT\28969385.pdf,native_pdfplumber,2,5705,ok,
ACCOUNTANT,29050809.pdf,..\Dataset\ACCOUNTANT\29050809.pdf,native_pdfplumber,3,8999,ok,
ACCOUNTANT,29456173.pdf,..\Dataset\ACCOUNTANT\29456173.pdf,native_pdfplumber,2,5119,ok,
ACCOUNTANT,29821051.pdf,..\Dataset\ACCOUNTANT\29821051.pdf,native_pdfplumber,3,8164,ok,
ACCOUNTANT,29999135.pdf,..\Dataset\ACCOUNTANT\29999135.pdf,native_pdfplumber,3,10325,ok,
ACCOUNTANT,30304575.pdf,..\Dataset\ACCOUNTANT\30304575.pdf,native_pdfplumber,3,7968,ok,
ACCOUNTANT,30361788.pdf,..\Dataset\ACCOUNTANT\30361788.pdf,native_pdfplumber,1,2188,ok,
ACCOUNTANT,30813919.pdf,..\Dataset\ACCOUNTANT\30813919.pdf,native_pdfplumber,4,6340,ok,
ACCOUNTANT,31602598.pdf,..\Dataset\ACCOUNTANT\31602598.pdf,native_pdfplumber,2,5069,ok,
ACCOUNTANT,33527446.pdf,..\Dataset\ACCOUNTANT\33527446.pdf,native_pdfplumber,2,6102,ok,
ACCOUNTANT,34198885.pdf,..\Dataset\ACCOUNTANT\34198885.pdf,native_pdfplumber,2,5181,ok,
ACCOUNTANT,34816637.pdf,..\Dataset\ACCOUNTANT\34816637.pdf,native_pdfplumber,1,5108,ok,
ACCOUNTANT,35554162.pdf,..\Dataset\ACCOUNTANT\35554162.pdf,native_pdfplumber,2,5138,ok,
ACCOUNTANT,36024962.pdf,..\Dataset\ACCOUNTANT\36024962.pdf,native_pdfplumber,1,1826,ok,
ACCOUNTANT,36425270.pdf,..\Dataset\ACCOUNTANT\36425270.pdf,native_pdfplumber,2,4831,ok,
ACCOUNTANT,37370455.pdf,..\Dataset\ACCOUNTANT\37370455.pdf,native_pdfplumber,2,5552,ok,
ACCOUNTANT,37997506.pdf,..\Dataset\ACCOUNTANT\37997506.pdf,native_pdfplumber,2,7815,ok,
ACCOUNTANT,38847011.pdf,..\Dataset\ACCOUNTANT\38847011.pdf,native_pdfplumber,2,6528,ok,
ACCOUNTANT,39115899.pdf,..\Dataset\ACCOUNTANT\39115899.pdf,native_pdfplumber,2,4817,ok,
ACCOUNTANT,39674178.pdf,..\Dataset\ACCOUNTANT\39674178.pdf,native_pdfplumber,2,5384,ok,
ACCOUNTANT,42487883.pdf,..\Dataset\ACCOUNTANT\42487883.pdf,native_pdfplumber,2,4895,ok,
ACCOUNTANT,43685045.pdf,..\Dataset\ACCOUNTANT\43685045.pdf,native_pdfplumber,2,4969,ok,
ACCOUNTANT,49204385.pdf,..\Dataset\ACCOUNTANT\49204385.pdf,native_pdfplumber,3,11445,ok,
ACCOUNTANT,49997097.pdf,..\Dataset\ACCOUNTANT\49997097.pdf,native_pdfplumber,2,5209,ok,
ACCOUNTANT,50222417.pdf,..\Dataset\ACCOUNTANT\50222417.pdf,native_pdfplumber,2,8647,ok,
ACCOUNTANT,53640713.pdf,..\Dataset\ACCOUNTANT\53640713.pdf,native_pdfplumber,2,11641,ok,
ACCOUNTANT,59403481.pdf,..\Dataset\ACCOUNTANT\59403481.pdf,native_pdfplumber,2,5758,ok,
ACCOUNTANT,62809577.pdf,..\Dataset\ACCOUNTANT\62809577.pdf,native_pdfplumber,2,3713,ok,
ACCOUNTANT,63137898.pdf,..\Dataset\ACCOUNTANT\63137898.pdf,native_pdfplumber,2,5295,ok,
ACCOUNTANT,75286906.pdf,..\Dataset\ACCOUNTANT\75286906.pdf,native_pdfplumber,2,5847,ok,
ACCOUNTANT,78257294.pdf,..\Dataset\ACCOUNTANT\78257294.pdf,native_pdfplumber,2,8568,ok,
ACCOUNTANT,78403342.pdf,..\Dataset\ACCOUNTANT\78403342.pdf,native_pdfplumber,2,6300,ok,
ACCOUNTANT,80053367.pdf,..\Dataset\ACCOUNTANT\80053367.pdf,native_pdfplumber,2,4673,ok,
ACCOUNTANT,82649935.pdf,..\Dataset\ACCOUNTANT\82649935.pdf,native_pdfplumber,2,5070,ok,
ACCOUNTANT,87635012.pdf,..\Dataset\ACCOUNTANT\87635012.pdf,native_pdfplumber,2,5487,ok,
ACCOUNTANT,98559931.pdf,..\Dataset\ACCOUNTANT\98559931.pdf,native_pdfplumber,2,5801,ok,
ADVOCATE,10186968.pdf,..\Dataset\ADVOCATE\10186968.pdf,native_pdfplumber,2,3948,ok,
ADVOCATE,10344379.pdf,..\Dataset\ADVOCATE\10344379.pdf,native_pdfplumber,2,5050,ok,
ADVOCATE,10659182.pdf,..\Dataset\ADVOCATE\10659182.pdf,native_pdfplumber,2,4868,ok,
ADVOCATE,10818478.pdf,..\Dataset\ADVOCATE\10818478.pdf,native_pdfplumber,1,2253,ok,
ADVOCATE,11174187.pdf,..\Dataset\ADVOCATE\11174187.pdf,native_pdfplumber,2,8023,ok,
ADVOCATE,11188218.pdf,..\Dataset\ADVOCATE\11188218.pdf,native_pdfplumber,3,6092,ok,
ADVOCATE,11773767.pdf,..\Dataset\ADVOCATE\11773767.pdf,native_pdfplumber,2,5048,ok,
ADVOCATE,11963737.pdf,..\Dataset\ADVOCATE\11963737.pdf,native_pdfplumber,2,4838,ok,
ADVOCATE,12171093.pdf,..\Dataset\ADVOCATE\12171093.pdf,native_pdfplumber,1,3272,ok,
ADVOCATE,12544735.pdf,..\Dataset\ADVOCATE\12544735.pdf,native_pdfplumber,1,3450,ok,
ADVOCATE,13072354.pdf,..\Dataset\ADVOCATE\13072354.pdf,native_pdfplumber,2,6024,ok,
ADVOCATE,13115648.pdf,..\Dataset\ADVOCATE\13115648.pdf,native_pdfplumber,2,4964,ok,
ADVOCATE,13342150.pdf,..\Dataset\ADVOCATE\13342150.pdf,native_pdfplumber,2,5591,ok,
ADVOCATE,13593241.pdf,..\Dataset\ADVOCATE\13593241.pdf,native_pdfplumber,2,7033,ok,
ADVOCATE,13809698.pdf,..\Dataset\ADVOCATE\13809698.pdf,native_pdfplumber,2,4772,ok,
ADVOCATE,13909762.pdf,..\Dataset\ADVOCATE\13909762.pdf,native_pdfplumber,2,7311,ok,
ADVOCATE,13967854.pdf,..\Dataset\ADVOCATE\13967854.pdf,native_pdfplumber,2,5428,ok,
ADVOCATE,14064815.pdf,..\Dataset\ADVOCATE\14064815.pdf,native_pdfplumber,2,5012,ok,
ADVOCATE,14146106.pdf,..\Dataset\ADVOCATE\14146106.pdf,native_pdfplumber,2,4952,ok,
ADVOCATE,14176254.pdf,..\Dataset\ADVOCATE\14176254.pdf,native_pdfplumber,2,5438,ok,
ADVOCATE,14445309.pdf,..\Dataset\ADVOCATE\14445309.pdf,native_pdfplumber,2,4736,ok,
ADVOCATE,14708590.pdf,..\Dataset\ADVOCATE\14708590.pdf,native_pdfplumber,2,5402,ok,
ADVOCATE,15313140.pdf,..\Dataset\ADVOCATE\15313140.pdf,native_pdfplumber,2,5253,ok,
ADVOCATE,15337481.pdf,..\Dataset\ADVOCATE\15337481.pdf,native_pdfplumber,2,5961,ok,
ADVOCATE,15727656.pdf,..\Dataset\ADVOCATE\15727656.pdf,native_pdfplumber,2,4862,ok,
ADVOCATE,15958967.pdf,..\Dataset\ADVOCATE\15958967.pdf,native_pdfplumber,2,7382,ok,
ADVOCATE,16332348.pdf,..\Dataset\ADVOCATE\16332348.pdf,native_pdfplumber,3,12043,ok,
ADVOCATE,17021141.pdf,..\Dataset\ADVOCATE\17021141.pdf,native_pdfplumber,2,5860,ok,
ADVOCATE,17165107.pdf,..\Dataset\ADVOCATE\17165107.pdf,native_pdfplumber,2,3971,ok,
ADVOCATE,17254634.pdf,..\Dataset\ADVOCATE\17254634.pdf,native_pdfplumber,2,5707,ok,
ADVOCATE,17847636.pdf,..\Dataset\ADVOCATE\17847636.pdf,native_pdfplumber,2,4897,ok,
ADVOCATE,17911230.pdf,..\Dataset\ADVOCATE\17911230.pdf,native_pdfplumber,2,5847,ok,
ADVOCATE,18090899.pdf,..\Dataset\ADVOCATE\18090899.pdf,native_pdfplumber,2,5841,ok,
ADVOCATE,18725071.pdf,..\Dataset\ADVOCATE\18725071.pdf,native_pdfplumber,2,5504,ok,
ADVOCATE,18997135.pdf,..\Dataset\ADVOCATE\18997135.pdf,native_pdfplumber,2,4402,ok,
ADVOCATE,19063156.pdf,..\Dataset\ADVOCATE\19063156.pdf,native_pdfplumber,5,16440,ok,
ADVOCATE,19108760.pdf,..\Dataset\ADVOCATE\19108760.pdf,native_pdfplumber,2,8401,ok,
ADVOCATE,19234823.pdf,..\Dataset\ADVOCATE\19234823.pdf,native_pdfplumber,2,7381,ok,
ADVOCATE,19518606.pdf,..\Dataset\ADVOCATE\19518606.pdf,native_pdfplumber,2,5133,ok,
ADVOCATE,19926135.pdf,..\Dataset\ADVOCATE\19926135.pdf,native_pdfplumber,2,5106,ok,
ADVOCATE,20138606.pdf,..\Dataset\ADVOCATE\20138606.pdf,native_pdfplumber,2,7307,ok,
ADVOCATE,20272792.pdf,..\Dataset\ADVOCATE\20272792.pdf,native_pdfplumber,1,2226,ok,
ADVOCATE,20324037.pdf,..\Dataset\ADVOCATE\20324037.pdf,native_pdfplumber,3,5481,ok,
ADVOCATE,20400279.pdf,..\Dataset\ADVOCATE\20400279.pdf,native_pdfplumber,2,7546,ok,
ADVOCATE,20544228.pdf,..\Dataset\ADVOCATE\20544228.pdf,native_pdfplumber,1,4826,ok,
ADVOCATE,20604208.pdf,..\Dataset\ADVOCATE\20604208.pdf,native_pdfplumber,2,6977,ok,
ADVOCATE,20765795.pdf,..\Dataset\ADVOCATE\20765795.pdf,native_pdfplumber,2,4876,ok,
ADVOCATE,21614256.pdf,..\Dataset\ADVOCATE\21614256.pdf,native_pdfplumber,2,5674,ok,
ADVOCATE,22042181.pdf,..\Dataset\ADVOCATE\22042181.pdf,native_pdfplumber,2,6354,ok,
ADVOCATE,22259475.pdf,..\Dataset\ADVOCATE\22259475.pdf,native_pdfplumber,2,4432,ok,
ADVOCATE,22391901.pdf,..\Dataset\ADVOCATE\22391901.pdf,native_pdfplumber,2,4834,ok,
ADVOCATE,23427369.pdf,..\Dataset\ADVOCATE\23427369.pdf,native_pdfplumber,2,4941,ok,
ADVOCATE,23577836.pdf,..\Dataset\ADVOCATE\23577836.pdf,native_pdfplumber,2,7753,ok,
ADVOCATE,23804341.pdf,..\Dataset\ADVOCATE\23804341.pdf,native_pdfplumber,2,4468,ok,
ADVOCATE,24124250.pdf,..\Dataset\ADVOCATE\24124250.pdf,native_pdfplumber,2,5258,ok,
ADVOCATE,24410405.pdf,..\Dataset\ADVOCATE\24410405.pdf,native_pdfplumber,2,5260,ok,
ADVOCATE,24588864.pdf,..\Dataset\ADVOCATE\24588864.pdf,native_pdfplumber,4,13240,ok,
ADVOCATE,24695561.pdf,..\Dataset\ADVOCATE\24695561.pdf,native_pdfplumber,2,7912,ok,
ADVOCATE,24754689.pdf,..\Dataset\ADVOCATE\24754689.pdf,native_pdfplumber,2,6304,ok,
ADVOCATE,24763208.pdf,..\Dataset\ADVOCATE\24763208.pdf,native_pdfplumber,2,9052,ok,
ADVOCATE,24946537.pdf,..\Dataset\ADVOCATE\24946537.pdf,native_pdfplumber,3,11725,ok,
ADVOCATE,25873425.pdf,..\Dataset\ADVOCATE\25873425.pdf,native_pdfplumber,2,7065,ok,
ADVOCATE,26071861.pdf,..\Dataset\ADVOCATE\26071861.pdf,native_pdfplumber,2,5955,ok,
ADVOCATE,26456474.pdf,..\Dataset\ADVOCATE\26456474.pdf,native_pdfplumber,2,5033,ok,
ADVOCATE,27182111.pdf,..\Dataset\ADVOCATE\27182111.pdf,native_pdfplumber,2,7327,ok,
ADVOCATE,28111403.pdf,..\Dataset\ADVOCATE\28111403.pdf,native_pdfplumber,2,8465,ok,
ADVOCATE,28206098.pdf,..\Dataset\ADVOCATE\28206098.pdf,native_pdfplumber,2,5329,ok,
ADVOCATE,28635795.pdf,..\Dataset\ADVOCATE\28635795.pdf,native_pdfplumber,2,5547,ok,
ADVOCATE,28871170.pdf,..\Dataset\ADVOCATE\28871170.pdf,native_pdfplumber,2,5813,ok,
ADVOCATE,28974459.pdf,..\Dataset\ADVOCATE\28974459.pdf,native_pdfplumber,2,5346,ok,
ADVOCATE,29173771.pdf,..\Dataset\ADVOCATE\29173771.pdf,native_pdfplumber,2,5331,ok,
ADVOCATE,29177904.pdf,..\Dataset\ADVOCATE\29177904.pdf,native_pdfplumber,2,5341,ok,
ADVOCATE,29415426.pdf,..\Dataset\ADVOCATE\29415426.pdf,native_pdfplumber,1,2451,ok,
ADVOCATE,29926588.pdf,..\Dataset\ADVOCATE\29926588.pdf,native_pdfplumber,2,5041,ok,
ADVOCATE,30741799.pdf,..\Dataset\ADVOCATE\30741799.pdf,native_pdfplumber,3,5273,ok,
ADVOCATE,31040875.pdf,..\Dataset\ADVOCATE\31040875.pdf,native_pdfplumber,1,2749,ok,
ADVOCATE,31242382.pdf,..\Dataset\ADVOCATE\31242382.pdf,native_pdfplumber,2,6072,ok,
ADVOCATE,32965335.pdf,..\Dataset\ADVOCATE\32965335.pdf,native_pdfplumber,2,8002,ok,
ADVOCATE,34327438.pdf,..\Dataset\ADVOCATE\34327438.pdf,native_pdfplumber,2,7028,ok,
ADVOCATE,34970271.pdf,..\Dataset\ADVOCATE\34970271.pdf,native_pdfplumber,2,5311,ok,
ADVOCATE,35344611.pdf,..\Dataset\ADVOCATE\35344611.pdf,native_pdfplumber,2,6599,ok,
ADVOCATE,35474904.pdf,..\Dataset\ADVOCATE\35474904.pdf,native_pdfplumber,2,7294,ok,
ADVOCATE,36392131.pdf,..\Dataset\ADVOCATE\36392131.pdf,native_pdfplumber,2,7392,ok,
ADVOCATE,36694627.pdf,..\Dataset\ADVOCATE\36694627.pdf,native_pdfplumber,2,4804,ok,
ADVOCATE,37333719.pdf,..\Dataset\ADVOCATE\37333719.pdf,native_pdfplumber,1,1871,ok,
ADVOCATE,37348041.pdf,..\Dataset\ADVOCATE\37348041.pdf,native_pdfplumber,2,5016,ok,
ADVOCATE,37560528.pdf,..\Dataset\ADVOCATE\37560528.pdf,native_pdfplumber,2,8427,ok,
ADVOCATE,37640804.pdf,..\Dataset\ADVOCATE\37640804.pdf,native_pdfplumber,2,7099,ok,
ADVOCATE,38059130.pdf,..\Dataset\ADVOCATE\38059130.pdf,native_pdfplumber,2,6735,ok,
ADVOCATE,38291889.pdf,..\Dataset\ADVOCATE\38291889.pdf,native_pdfplumber,2,5413,ok,
ADVOCATE,38698573.pdf,..\Dataset\ADVOCATE\38698573.pdf,native_pdfplumber,2,5410,ok,
ADVOCATE,38860712.pdf,..\Dataset\ADVOCATE\38860712.pdf,native_pdfplumber,1,4682,ok,
ADVOCATE,40088790.pdf,..\Dataset\ADVOCATE\40088790.pdf,native_pdfplumber,3,6799,ok,
ADVOCATE,42164460.pdf,..\Dataset\ADVOCATE\42164460.pdf,native_pdfplumber,2,5635,ok,
ADVOCATE,44115326.pdf,..\Dataset\ADVOCATE\44115326.pdf,native_pdfplumber,4,20703,ok,
ADVOCATE,46772262.pdf,..\Dataset\ADVOCATE\46772262.pdf,native_pdfplumber,2,4699,ok,
ADVOCATE,47133747.pdf,..\Dataset\ADVOCATE\47133747.pdf,native_pdfplumber,2,7274,ok,
ADVOCATE,49475708.pdf,..\Dataset\ADVOCATE\49475708.pdf,native_pdfplumber,2,5731,ok,
ADVOCATE,49486820.pdf,..\Dataset\ADVOCATE\49486820.pdf,native_pdfplumber,2,7638,ok,
ADVOCATE,53169257.pdf,..\Dataset\ADVOCATE\53169257.pdf,native_pdfplumber,2,4873,ok,
ADVOCATE,54067174.pdf,..\Dataset\ADVOCATE\54067174.pdf,native_pdfplumber,2,3820,ok,
ADVOCATE,72652441.pdf,..\Dataset\ADVOCATE\72652441.pdf,native_pdfplumber,2,6979,ok,
ADVOCATE,73448369.pdf,..\Dataset\ADVOCATE\73448369.pdf,native_pdfplumber,2,4890,ok,
ADVOCATE,74126637.pdf,..\Dataset\ADVOCATE\74126637.pdf,native_pdfplumber,2,5114,ok,
ADVOCATE,74191424.pdf,..\Dataset\ADVOCATE\74191424.pdf,native_pdfplumber,2,5427,ok,
ADVOCATE,75057933.pdf,..\Dataset\ADVOCATE\75057933.pdf,native_pdfplumber,2,5431,ok,
ADVOCATE,75435017.pdf,..\Dataset\ADVOCATE\75435017.pdf,native_pdfplumber,3,7827,ok,
ADVOCATE,75950464.pdf,..\Dataset\ADVOCATE\75950464.pdf,native_pdfplumber,4,11842,ok,
ADVOCATE,77439230.pdf,..\Dataset\ADVOCATE\77439230.pdf,native_pdfplumber,2,8254,ok,
ADVOCATE,78538268.pdf,..\Dataset\ADVOCATE\78538268.pdf,native_pdfplumber,2,5188,ok,
ADVOCATE,80503242.pdf,..\Dataset\ADVOCATE\80503242.pdf,native_pdfplumber,2,5365,ok,
ADVOCATE,89508407.pdf,..\Dataset\ADVOCATE\89508407.pdf,native_pdfplumber,2,5426,ok,
ADVOCATE,90468982.pdf,..\Dataset\ADVOCATE\90468982.pdf,native_pdfplumber,2,4975,ok,
ADVOCATE,91051945.pdf,..\Dataset\ADVOCATE\91051945.pdf,native_pdfplumber,4,13806,ok,
ADVOCATE,93512385.pdf,..\Dataset\ADVOCATE\93512385.pdf,native_pdfplumber,1,2353,ok,
ADVOCATE,95714702.pdf,..\Dataset\ADVOCATE\95714702.pdf,native_pdfplumber,2,6694,ok,
ADVOCATE,95970987.pdf,..\Dataset\ADVOCATE\95970987.pdf,native_pdfplumber,2,12408,ok,
ADVOCATE,97405769.pdf,..\Dataset\ADVOCATE\97405769.pdf,native_pdfplumber,2,7218,ok,
