occupation,filename,file,method,page_count,char_count,status,error
CONSULTANT,43311839.pdf,..\Dataset\CONSULTANT\43311839.pdf,native_pdfplumber,3,11866,ok,
CONSULTANT,43378989.pdf,..\Dataset\CONSULTANT\43378989.pdf,native_pdfplumber,1,2306,ok,
CONSULTANT,48533663.pdf,..\Dataset\CONSULTANT\48533663.pdf,native_pdfplumber,3,6528,ok,
CONSULTANT,49777184.pdf,..\Dataset\CONSULTANT\49777184.pdf,native_pdfplumber,2,7985,ok,
CONSULTANT,51432451.pdf,..\Dataset\CONSULTANT\51432451.pdf,native_pdfplumber,2,5976,ok,
CONSULTANT,51724595.pdf,..\Dataset\CONSULTANT\51724595.pdf,native_pdfplumber,2,6845,ok,
CONSULTANT,56792999.pdf,..\Dataset\CONSULTANT\56792999.pdf,native_pdfplumber,2,4991,ok,
CONSULTANT,57364820.pdf,..\Dataset\CONSULTANT\57364820.pdf,native_pdfplumber,2,6654,ok,
CONSULTANT,57601040.pdf,..\Dataset\CONSULTANT\57601040.pdf,native_pdfplumber,2,7742,ok,
CONSULTANT,63670997.pdf,..\Dataset\CONSULTANT\63670997.pdf,native_pdfplumber,2,5091,ok,
CONSULTANT,65062795.pdf,..\Dataset\CONSULTANT\65062795.pdf,native_pdfplumber,2,4742,ok,
CONSULTANT,67406885.pdf,..\Dataset\CONSULTANT\67406885.pdf,native_pdfplumber,2,7991,ok,
CONSULTANT,69181350.pdf,..\Dataset\CONSULTANT\69181350.pdf,native_pdfplumber,2,6679,ok,
CONSULTANT,71888547.pdf,..\Dataset\CONSULTANT\71888547.pdf,native_pdfplumber,2,5392,ok,
CONSULTANT,73075521.pdf,..\Dataset\CONSULTANT\73075521.pdf,native_pdfplumber,3,12490,ok,
CONSULTANT,78016758.pdf,..\Dataset\CONSULTANT\78016758.pdf,native_pdfplumber,2,5114,ok,
CONSULTANT,79570655.pdf,..\Dataset\CONSULTANT\79570655.pdf,native_pdfplumber,1,1564,ok,
CONSULTANT,80527194.pdf,..\Dataset\CONSULTANT\80527194.pdf,native_pdfplumber,2,7102,ok,
CONSULTANT,88691367.pdf,..\Dataset\CONSULTANT\88691367.pdf,native_pdfplumber,2,4861,ok,
CONSULTANT,88907739.pdf,..\Dataset\CONSULTANT\88907739.pdf,native_pdfplumber,2,6433,ok,
CONSULTANT,91116867.pdf,..\Dataset\CONSULTANT\91116867.pdf,native_pdfplumber,1,2329,ok,
CONSULTANT,91189201.pdf,..\Dataset\CONSULTANT\91189201.pdf,native_pdfplumber,2,4832,ok,
CONSULTANT,92246939.pdf,..\Dataset\CONSULTANT\92246939.pdf,native_pdfplumber,3,11159,ok,
CONSULTANT,93349646.pdf,..\Dataset\CONSULTANT\93349646.pdf,native_pdfplumber,2,8097,ok,
CONSULTANT,93459677.pdf,..\Dataset\CONSULTANT\93459677.pdf,native_pdfplumber,2,9169,ok,
CONSULTANT,95350373.pdf,..\Dataset\CONSULTANT\95350373.pdf,native_pdfplumber,1,4757,ok,
CONSULTANT,95429627.pdf,..\Dataset\CONSULTANT\95429627.pdf,native_pdfplumber,2,7752,ok,
CONSULTANT,95792386.pdf,..\Dataset\CONSULTANT\95792386.pdf,native_pdfplumber,2,10367,ok,
CONSULTANT,99714410.pdf,..\Dataset\CONSULTANT\99714410.pdf,native_pdfplumber,2,7562,ok,
DESIGNER,10466583.pdf,..\Dataset\DESIGNER\10466583.pdf,native_pdfplumber,1,1716,ok,
DESIGNER,10748989.pdf,..\Dataset\DESIGNER\10748989.pdf,native_pdfplumber,2,5850,ok,
DESIGNER,10751444.pdf,..\Dataset\DESIGNER\10751444.pdf,native_pdfplumber,3,8084,ok,
DESIGNER,11155153.pdf,..\Dataset\DESIGNER\11155153.pdf,native_pdfplumber,4,16586,ok,
DESIGNER,11722421.pdf,..\Dataset\DESIGNER\11722421.pdf,native_pdfplumber,2,4788,ok,
DESIGNER,11807040.pdf,..\Dataset\DESIGNER\11807040.pdf,native_pdfplumber,3,9684,ok,
DESIGNER,11919526.pdf,..\Dataset\DESIGNER\11919526.pdf,native_pdfplumber,2,6761,ok,
DESIGNER,11958994.pdf,..\Dataset\DESIGNER\11958994.pdf,native_pdfplumber,2,5628,ok,
DESIGNER,12415691.pdf,..\Dataset\DESIGNER\12415691.pdf,native_pdfplumber,2,5151,ok,
DESIGNER,12547982.pdf,..\Dataset\DESIGNER\12547982.pdf,native_pdfplumber,3,8044,ok,
DESIGNER,12674307.pdf,..\Dataset\DESIGNER\12674307.pdf,native_pdfplumber,1,3091,ok,
DESIGNER,13014900.pdf,..\Dataset\DESIGNER\13014900.pdf,native_pdfplumber,5,10633,ok,
DESIGNER,13518263.pdf,..\Dataset\DESIGNER\13518263.pdf,native_pdfplumber,1,2331,ok,
DESIGNER,13557622.pdf,..\Dataset\DESIGNER\13557622.pdf,native_pdfplumber,1,1325,ok,
DESIGNER,13774329.pdf,..\Dataset\DESIGNER\13774329.pdf,native_pdfplumber,2,6883,ok,
DESIGNER,13998435.pdf,..\Dataset\DESIGNER\13998435.pdf,native_pdfplumber,2,6874,ok,
DESIGNER,14014749.pdf,..\Dataset\DESIGNER\14014749.pdf,native_pdfplumber,2,5462,ok,
DESIGNER,14528265.pdf,..\Dataset\DESIGNER\14528265.pdf,native_pdfplumber,1,2415,ok,
DESIGNER,14724186.pdf,..\Dataset\DESIGNER\14724186.pdf,native_pdfplumber,1,2570,ok,
DESIGNER,14743911.pdf,..\Dataset\DESIGNER\14743911.pdf,native_pdfplumber,2,5477,ok,
DESIGNER,15425154.pdf,..\Dataset\DESIGNER\15425154.pdf,native_pdfplumber,2,7194,ok,
DESIGNER,15471999.pdf,..\Dataset\DESIGNER\15471999.pdf,native_pdfplumber,2,5642,ok,
DESIGNER,15936656.pdf,..\Dataset\DESIGNER\15936656.pdf,native_pdfplumber,1,2086,ok,
DESIGNER,16288901.pdf,..\Dataset\DESIGNER\16288901.pdf,native_pdfplumber,1,2368,ok,
DESIGNER,17199951.pdf,..\Dataset\DESIGNER\17199951.pdf,native_pdfplumber,1,3576,ok,
DESIGNER,17555081.pdf,..\Dataset\DESIGNER\17555081.pdf,native_pdfplumber,2,5635,ok,
DESIGNER,18198627.pdf,..\Dataset\DESIGNER\18198627.pdf,native_pdfplumber,2,7172,ok,
DESIGNER,18460045.pdf,..\Dataset\DESIGNER\18460045.pdf,native_pdfplumber,1,1870,ok,
DESIGNER,18795567.pdf,..\Dataset\DESIGNER\18795567.pdf,native_pdfplumber,2,4961,ok,
DESIGNER,18835363.pdf,..\Dataset\DESIGNER\18835363.pdf,native_pdfplumber,2,6461,ok,
DESIGNER,18979238.pdf,..\Dataset\DESIGNER\18979238.pdf,native_pdfplumber,2,5955,ok,
DESIGNER,19164410.pdf,..\Dataset\DESIGNER\19164410.pdf,native_pdfplumber,2,5117,ok,
DESIGNER,19195747.pdf,..\Dataset\DESIGNER\19195747.pdf,native_pdfplumber,2,7491,ok,
DESIGNER,20390397.pdf,..\Dataset\DESIGNER\20390397.pdf,native_pdfplumber,2,3653,ok,
DESIGNER,20748926.pdf,..\Dataset\DESIGNER\20748926.pdf,native_pdfplumber,2,5934,ok,
DESIGNER,20932019.pdf,..\Dataset\DESIGNER\20932019.pdf,native_pdfplumber,1,2917,ok,
DESIGNER,20986595.pdf,..\Dataset\DESIGNER\20986595.pdf,native_pdfplumber,2,5254,ok,
DESIGNER,21283733.pdf,..\Dataset\DESIGNER\21283733.pdf,native_pdfplumber,2,6498,ok,
DESIGNER,21705160.pdf,..\Dataset\DESIGNER\21705160.pdf,native_pdfplumber,1,817,ok,
DESIGNER,21916744.pdf,..\Dataset\DESIGNER\21916744.pdf,native_pdfplumber,1,5299,ok,
DESIGNER,22496394.pdf,..\Dataset\DESIGNER\22496394.pdf,native_pdfplumber,2,5708,ok,
DESIGNER,22506245.pdf,..\Dataset\DESIGNER\22506245.pdf,native_pdfplumber,1,3787,ok,
DESIGNER,22567495.pdf,..\Dataset\DESIGNER\22567495.pdf,native_pdfplumber,2,6487,ok,
DESIGNER,22675694.pdf,..\Dataset\DESIGNER\22675694.pdf,native_pdfplumber,2,5417,ok,
DESIGNER,23951429.pdf,..\Dataset\DESIGNER\23951429.pdf,native_pdfplumber,1,2228,ok,
DESIGNER,24285142.pdf,..\Dataset\DESIGNER\24285142.pdf,native_pdfplumber,2,6566,ok,
DESIGNER,24455357.pdf,..\Dataset\DESIGNER\24455357.pdf,native_pdfplumber,1,4045,ok,
DESIGNER,24583187.pdf,..\Dataset\DESIGNER\24583187.pdf,native_pdfplumber,2,4990,ok,
DESIGNER,24655918.pdf,..\Dataset\DESIGNER\24655918.pdf,native_pdfplumber,2,3456,ok,
DESIGNER,25023614.pdf,..\Dataset\DESIGNER\25023614.pdf,native_pdfplumber,2,4793,ok,
DESIGNER,25061645.pdf,..\Dataset\DESIGNER\25061645.pdf,native_pdfplumber,1,2563,ok,
DESIGNER,25422388.pdf,..\Dataset\DESIGNER\25422388.pdf,native_pdfplumber,2,6107,ok,
DESIGNER,25949631.pdf,..\Dataset\DESIGNER\25949631.pdf,native_pdfplumber,2,6124,ok,
DESIGNER,26046064.pdf,..\Dataset\DESIGNER\26046064.pdf,native_pdfplumber,1,1753,ok,
DESIGNER,26496059.pdf,..\Dataset\DESIGNER\26496059.pdf,native_pdfplumber,3,9878,ok,
DESIGNER,26503829.pdf,..\Dataset\DESIGNER\26503829.pdf,native_pdfplumber,2,6064,ok,
DESIGNER,26622051.pdf,..\Dataset\DESIGNER\26622051.pdf,native_pdfplumber,2,3834,ok,
DESIGNER,26676567.pdf,..\Dataset\DESIGNER\26676567.pdf,native_pdfplumber,5,11590,ok,
DESIGNER,26790545.pdf,..\Dataset\DESIGNER\26790545.pdf,native_pdfplumber,2,5449,ok,
DESIGNER,26924514.pdf,..\Dataset\DESIGNER\26924514.pdf,native_pdfplumber,2,8863,ok,
DESIGNER,26942552.pdf,..\Dataset\DESIGNER\26942552.pdf,native_pdfplumber,2,5384,ok,
DESIGNER,27497542.pdf,..\Dataset\DESIGNER\27497542.pdf,native_pdfplumber,1,2913,ok,
DESIGNER,27529455.pdf,..\Dataset\DESIGNER\27529455.pdf,native_pdfplumber,2,8122,ok,
DESIGNER,28326441.pdf,..\Dataset\DESIGNER\28326441.pdf,native_pdfplumber,2,6063,ok,
DESIGNER,28663949.pdf,..\Dataset\DESIGNER\28663949.pdf,native_pdfplumber,1,1994,ok,
DESIGNER,29147100.pdf,..\Dataset\DESIGNER\29147100.pdf,native_pdfplumber,1,1721,ok,
DESIGNER,29524570.pdf,..\Dataset\DESIGNER\29524570.pdf,native_pdfplumber,2,5001,ok,
DESIGNER,29865476.pdf,..\Dataset\DESIGNER\29865476.pdf,native_pdfplumber,2,5895,ok,
DESIGNER,30965258.pdf,..\Dataset\DESIGNER\30965258.pdf,native_pdfplumber,2,5242,ok,
DESIGNER,30968749.pdf,..\Dataset\DESIGNER\30968749.pdf,native_pdfplumber,2,6328,ok,
DESIGNER,32532982.pdf,..\Dataset\DESIGNER\32532982.pdf,native_pdfplumber,2,5482,ok,
DESIGNER,32954522.pdf,..\Dataset\DESIGNER\32954522.pdf,native_pdfplumber,1,3393,ok,
DESIGNER,34051710.pdf,..\Dataset\DESIGNER\34051710.pdf,native_pdfplumber,2,5930,ok,
DESIGNER,34317538.pdf,..\Dataset\DESIGNER\34317538.pdf,native_pdfplumber,4,15514,ok,
DESIGNER,34349255.pdf,..\Dataset\DESIGNER\34349255.pdf,native_pdfplumber,1,2486,ok,
DESIGNER,34511655.pdf,..\Dataset\DESIGNER\34511655.pdf,native_pdfplumber,2,5425,ok,
DESIGNER,34657584.pdf,..\Dataset\DESIGNER\34657584.pdf,native_pdfplumber,2,5824,ok,
DESIGNER,35990852.pdf,..\Dataset\DESIGNER\35990852.pdf,native_pdfplumber,3,10211,ok,
DESIGNER,36269672.pdf,..\Dataset\DESIGNER\36269672.pdf,native_pdfplumber,1,2538,ok,
DESIGNER,37058472.pdf,..\Dataset\DESIGNER\37058472.pdf,native_pdfplumber,2,4367,ok,
DESIGNER,37263609.pdf,..\Dataset\DESIGNER\37263609.pdf,native_pdfplumber,2,4487,ok,
DESIGNER,37664296.pdf,..\Dataset\DESIGNER\37664296.pdf,native_pdfplumber,3,10327,ok,
DESIGNER,37695494.pdf,..\Dataset\DESIGNER\37695494.pdf,native_pdfplumber,2,3123,ok,
DESIGNER,38565119.pdf,..\Dataset\DESIGNER\38565119.pdf,native_pdfplumber,2,6467,ok,
DESIGNER,38744475.pdf,..\Dataset\DESIGNER\38744475.pdf,native_pdfplumber,2,3350,ok,
DESIGNER,39252859.pdf,..\Dataset\DESIGNER\39252859.pdf,native_pdfplumber,1,4947,ok,
DESIGNER,39434376.pdf,..\Dataset\DESIGNER\39434376.pdf,native_pdfplumber,1,1711,ok,
DESIGNER,39776400.pdf,..\Dataset\DESIGNER\39776400.pdf,native_pdfplumber,2,6098,ok,
DESIGNER,41506705.pdf,..\Dataset\DESIGNER\41506705.pdf,native_pdfplumber,2,5104,ok,
DESIGNER,42384185.pdf,..\Dataset\DESIGNER\42384185.pdf,native_pdfplumber,2,5655,ok,
DESIGNER,44145704.pdf,..\Dataset\DESIGNER\44145704.pdf,native_pdfplumber,2,5376,ok,
DESIGNER,44185767.pdf,..\Dataset\DESIGNER\44185767.pdf,native_pdfplumber,2,8719,ok,
DESIGNER,51018476.pdf,..\Dataset\DESIGNER\51018476.pdf,native_pdfplumber,2,3223,ok,
DESIGNER,51681660.pdf,..\Dataset\DESIGNER\51681660.pdf,native_pdfplumber,3,6640,ok,
DESIGNER,54201930.pdf,..\Dataset\DESIGNER\54201930.pdf,native_pdfplumber,2,6892,ok,
DESIGNER,62312955.pdf,..\Dataset\DESIGNER\62312955.pdf,native_pdfplumber,1,2410,ok,
DESIGNER,67582956.pdf,..\Dataset\DESIGNER\67582956.pdf,native_pdfplumber,2,4667,ok,
DESIGNER,67645662.pdf,..\Dataset\DESIGNER\67645662.pdf,native_pdfplumber,3,8058,ok,
DESIGNER,68240723.pdf,..\Dataset\DESIGNER\68240723.pdf,native_pdfplumber,2,4020,ok,
DESIGNER,76010167.pdf,..\Dataset\DESIGNER\76010167.pdf,native_pdfplumber,1,1799,ok,
DESIGNER,78149576.pdf,..\Dataset\DESIGNER\78149576.pdf,native_pdfplumber,1,923,ok,
DESIGNER,81011612.pdf,..\Dataset\DESIGNER\81011612.pdf,native_pdfplumber,1,2226,ok,
DESIGNER,85101052.pdf,..\Dataset\DESIGNER\85101052.pdf,native_pdfplumber,2,5717,ok,
DESIGNER,90066849.pdf,..\Dataset\DESIGNER\90066849.pdf,native_pdfplumber,3,8064,ok,
DESIGNER,91153752.pdf,..\Dataset\DESIGNER\91153752.pdf,native_pdfplumber,1,2596,ok,
DESIGNER,93301686.pdf,..\Dataset\DESIGNER\93301686.pdf,native_pdfplumber,2,5740,ok,
DESIGNER,94417768.pdf,..\Dataset\DESIGNER\94417768.pdf,native_pdfplumber,2,5107,ok,
DIGITAL-MEDIA,10005171.pdf,..\Dataset\DIGITAL-MEDIA\10005171.pdf,native_pdfplumber,2,5646,ok,
DIGITAL-MEDIA,10515955.pdf,..\Dataset\DIGITAL-MEDIA\10515955.pdf,native_pdfplumber,3,5561,ok,
DIGITAL-MEDIA,11005406.pdf,..\Dataset\DIGITAL-MEDIA\11005406.pdf,native_pdfplumber,2,5745,ok,
DIGITAL-MEDIA,11270462.pdf,..\Dataset\DIGITAL-MEDIA\11270462.pdf,native_pdfplumber,2,5680,ok,
DIGITAL-MEDIA,11677012.pdf,..\Dataset\DIGITAL-MEDIA\11677012.pdf,native_pdfplumber,1,2468,ok,
DIGITAL-MEDIA,12085736.pdf,..\Dataset\DIGITAL-MEDIA\12085736.pdf,native_pdfplumber,2,5831,ok,
DIGITAL-MEDIA,13328680.pdf,..\Dataset\DIGITAL-MEDIA\13328680.pdf,native_pdfplumber,2,5656,ok,
DIGITAL-MEDIA,13343786.pdf,..\Dataset\DIGITAL-MEDIA\13343786.pdf,native_pdfplumber,2,6496,ok,
DIGITAL-MEDIA,13503650.pdf,..\Dataset\DIGITAL-MEDIA\13503650.pdf,native_pdfplumber,2,5109,ok,
DIGITAL-MEDIA,13837784.pdf,..\Dataset\DIGITAL-MEDIA\13837784.pdf,native_pdfplumber,1,2548,ok,
DIGITAL-MEDIA,14036515.pdf,..\Dataset\DIGITAL-MEDIA\14036515.pdf,native_pdfplumber,2,4882,ok,
DIGITAL-MEDIA,14209965.pdf,..\Dataset\DIGITAL-MEDIA\14209965.pdf,native_pdfplumber,2,7185,ok,
DIGITAL-MEDIA,14556869.pdf,..\Dataset\DIGITAL-MEDIA\14556869.pdf,native_pdfplumber,2,4539,ok,
DIGITAL-MEDIA,14761906.pdf,..\Dataset\DIGITAL-MEDIA\14761906.pdf,native_pdfplumber,2,4756,ok,
DIGITAL-MEDIA,14771530.pdf,..\Dataset\DIGITAL-MEDIA\14771530.pdf,native_pdfplumber,1,2433,ok,
DIGITAL-MEDIA,14945250.pdf,..\Dataset\DIGITAL-MEDIA\14945250.pdf,native_pdfplumber,2,7674,ok,
DIGITAL-MEDIA,15226699.pdf,..\Dataset\DIGITAL-MEDIA\15226699.pdf,native_pdfplumber,2,4973,ok,
DIGITAL-MEDIA,15353911.pdf,..\Dataset\DIGITAL-MEDIA\15353911.pdf,native_pdfplumber,1,1619,ok,
DIGITAL-MEDIA,15484097.pdf,..\Dataset\DIGITAL-MEDIA\15484097.pdf,native_pdfplumber,2,6820,ok,
DIGITAL-MEDIA,16276121.pdf,..\Dataset\DIGITAL-MEDIA\16276121.pdf,native_pdfplumber,1,3577,ok,
DIGITAL-MEDIA,16509761.pdf,..\Dataset\DIGITAL-MEDIA\16509761.pdf,native_pdfplumber,1,1803,ok,
DIGITAL-MEDIA,16536141.pdf,..\Dataset\DIGITAL-MEDIA\16536141.pdf,native_pdfplumber,3,7493,ok,
DIGITAL-MEDIA,16893572.pdf,..\Dataset\DIGITAL-MEDIA\16893572.pdf,native_pdfplumber,2,6485,ok,
DIGITAL-MEDIA,17132168.pdf,..\Dataset\DIGITAL-MEDIA\17132168.pdf,native_pdfplumber,2,6082,ok,
DIGITAL-MEDIA,17432318.pdf,..\Dataset\DIGITAL-MEDIA\17432318.pdf,native_pdfplumber,1,4243,ok,
DIGITAL-MEDIA,17562754.pdf,..\Dataset\DIGITAL-MEDIA\17562754.pdf,native_pdfplumber,2,6217,ok,
DIGITAL-MEDIA,17584743.pdf,..\Dataset\DIGITAL-MEDIA\17584743.pdf,native_pdfplumber,2,5443,ok,
DIGITAL-MEDIA,18354623.pdf,..\Dataset\DIGITAL-MEDIA\18354623.pdf,native_pdfplumber,2,6482,ok,
DIGITAL-MEDIA,18442517.pdf,..\Dataset\DIGITAL-MEDIA\18442517.pdf,native_pdfplumber,2,8159,ok,
DIGITAL-MEDIA,18488289.pdf,..\Dataset\DIGITAL-MEDIA\18488289.pdf,native_pdfplumber,2,5608,ok,
DIGITAL-MEDIA,18501746.pdf,..\Dataset\DIGITAL-MEDIA\18501746.pdf,native_pdfplumber,1,2834,ok,
DIGITAL-MEDIA,18525641.pdf,..\Dataset\DIGITAL-MEDIA\18525641.pdf,native_pdfplumber,2,5576,ok,
DIGITAL-MEDIA,18900722.pdf,..\Dataset\DIGITAL-MEDIA\18900722.pdf,native_pdfplumber,2,5948,ok,
DIGITAL-MEDIA,18905648.pdf,..\Dataset\DIGITAL-MEDIA\18905648.pdf,native_pdfplumber,1,1712,ok,
DIGITAL-MEDIA,18927233.pdf,..\Dataset\DIGITAL-MEDIA\18927233.pdf,native_pdfplumber,1,2633,ok,
DIGITAL-MEDIA,19053815.pdf,..\Dataset\DIGITAL-MEDIA\19053815.pdf,native_pdfplumber,2,7334,ok,
DIGITAL-MEDIA,19444529.pdf,..\Dataset\DIGITAL-MEDIA\19444529.pdf,native_pdfplumber,2,5820,ok,
DIGITAL-MEDIA,19861776.pdf,..\Dataset\DIGITAL-MEDIA\19861776.pdf,native_pdfplumber,2,10428,ok,
DIGITAL-MEDIA,20210676.pdf,..\Dataset\DIGITAL-MEDIA\20210676.pdf,native_pdfplumber,1,3452,ok,
DIGITAL-MEDIA,20330739.pdf,..\Dataset\DIGITAL-MEDIA\20330739.pdf,native_pdfplumber,2,6264,ok,
DIGITAL-MEDIA,20490741.pdf,..\Dataset\DIGITAL-MEDIA\20490741.pdf,native_pdfplumber,4,12699,ok,
DIGITAL-MEDIA,20628003.pdf,..\Dataset\DIGITAL-MEDIA\20628003.pdf,native_pdfplumber,1,2002,ok,
DIGITAL-MEDIA,21125113.pdf,..\Dataset\DIGITAL-MEDIA\21125113.pdf,native_pdfplumber,2,6147,ok,
DIGITAL-MEDIA,22380187.pdf,..\Dataset\DIGITAL-MEDIA\22380187.pdf,native_pdfplumber,1,2104,ok,
DIGITAL-MEDIA,22706174.pdf,..\Dataset\DIGITAL-MEDIA\22706174.pdf,native_pdfplumber,2,5332,ok,
DIGITAL-MEDIA,23085604.pdf,..\Dataset\DIGITAL-MEDIA\23085604.pdf,native_pdfplumber,6,23852,ok,
DIGITAL-MEDIA,23810469.pdf,..\Dataset\DIGITAL-MEDIA\23810469.pdf,native_pdfplumber,2,6622,ok,
DIGITAL-MEDIA,23864858.pdf,..\Dataset\DIGITAL-MEDIA\23864858.pdf,native_pdfplumber,2,5141,ok,
DIGITAL-MEDIA,24574164.pdf,..\Dataset\DIGITAL-MEDIA\24574164.pdf,native_pdfplumber,3,10826,ok,
DIGITAL-MEDIA,24658786.pdf,..\Dataset\DIGITAL-MEDIA\24658786.pdf,native_pdfplumber,2,7259,ok,
DIGITAL-MEDIA,24679149.pdf,..\Dataset\DIGITAL-MEDIA\24679149.pdf,native_pdfplumber,1,5049,ok,
DIGITAL-MEDIA,24953921.pdf,..\Dataset\DIGITAL-MEDIA\24953921.pdf,native_pdfplumber,2,6301,ok,
DIGITAL-MEDIA,25038571.pdf,..\Dataset\DIGITAL-MEDIA\25038571.pdf,native_pdfplumber,2,5190,ok,
DIGITAL-MEDIA,25525152.pdf,..\Dataset\DIGITAL-MEDIA\25525152.pdf,native_pdfplumber,1,2361,ok,
DIGITAL-MEDIA,25706337.pdf,..\Dataset\DIGITAL-MEDIA\25706337.pdf,native_pdfplumber,1,2505,ok,
DIGITAL-MEDIA,25723793.pdf,..\Dataset\DIGITAL-MEDIA\25723793.pdf,native_pdfplumber,2,5121,ok,
DIGITAL-MEDIA,26160200.pdf,..\Dataset\DIGITAL-MEDIA\26160200.pdf,native_pdfplumber,2,6560,ok,
DIGITAL-MEDIA,26341987.pdf,..\Dataset\DIGITAL-MEDIA\26341987.pdf,native_pdfplumber,3,14487,ok,
DIGITAL-MEDIA,27080812.pdf,..\Dataset\DIGITAL-MEDIA\27080812.pdf,native_pdfplumber,2,6197,ok,
DIGITAL-MEDIA,27419236.pdf,..\Dataset\DIGITAL-MEDIA\27419236.pdf,native_pdfplumber,2,9264,ok,
DIGITAL-MEDIA,27921561.pdf,..\Dataset\DIGITAL-MEDIA\27921561.pdf,native_pdfplumber,2,7630,ok,
DIGITAL-MEDIA,27981289.pdf,..\Dataset\DIGITAL-MEDIA\27981289.pdf,native_pdfplumber,1,3660,ok,
DIGITAL-MEDIA,28109594.pdf,..\Dataset\DIGITAL-MEDIA\28109594.pdf,native_pdfplumber,2,6031,ok,
DIGITAL-MEDIA,28609364.pdf,..\Dataset\DIGITAL-MEDIA\28609364.pdf,native_pdfplumber,2,5152,ok,
DIGITAL-MEDIA,28679359.pdf,..\Dataset\DIGITAL-MEDIA\28679359.pdf,native_pdfplumber,2,8630,ok,
DIGITAL-MEDIA,29002596.pdf,..\Dataset\DIGITAL-MEDIA\29002596.pdf,native_pdfplumber,3,7965,ok,
DIGITAL-MEDIA,29915354.pdf,..\Dataset\DIGITAL-MEDIA\29915354.pdf,native_pdfplumber,1,4617,ok,
DIGITAL-MEDIA,30504149.pdf,..\Dataset\DIGITAL-MEDIA\30504149.pdf,native_pdfplumber,2,4228,ok,
DIGITAL-MEDIA,30864828.pdf,..\Dataset\DIGITAL-MEDIA\30864828.pdf,native_pdfplumber,2,4925,ok,
DIGITAL-MEDIA,30999638.pdf,..\Dataset\DIGITAL-MEDIA\30999638.pdf,native_pdfplumber,2,4197,ok,
DIGITAL-MEDIA,31162167.pdf,..\Dataset\DIGITAL-MEDIA\31162167.pdf,native_pdfplumber,2,5132,ok,
DIGITAL-MEDIA,31909493.pdf,..\Dataset\DIGITAL-MEDIA\31909493.pdf,native_pdfplumber,2,7876,ok,
DIGITAL-MEDIA,31929166.pdf,..\Dataset\DIGITAL-MEDIA\31929166.pdf,native_pdfplumber,1,3322,ok,
DIGITAL-MEDIA,33542483.pdf,..\Dataset\DIGITAL-MEDIA\33542483.pdf,native_pdfplumber,2,5011,ok,
DIGITAL-MEDIA,33893326.pdf,..\Dataset\DIGITAL-MEDIA\33893326.pdf,native_pdfplumber,2,6865,ok,
DIGITAL-MEDIA,34319869.pdf,..\Dataset\DIGITAL-MEDIA\34319869.pdf,native_pdfplumber,2,4823,ok,
DIGITAL-MEDIA,34583750.pdf,..\Dataset\DIGITAL-MEDIA\34583750.pdf,native_pdfplumber,1,3018,ok,
DIGITAL-MEDIA,37739183.pdf,..\Dataset\DIGITAL-MEDIA\37739183.pdf,native_pdfplumber,3,12694,ok,
DIGITAL-MEDIA,39166680.pdf,..\Dataset\DIGITAL-MEDIA\39166680.pdf,native_pdfplumber,2,6583,ok,
DIGITAL-MEDIA,40311088.pdf,..\Dataset\DIGITAL-MEDIA\40311088.pdf,native_pdfplumber,2,4984,ok,
DIGITAL-MEDIA,40883703.pdf,..\Dataset\DIGITAL-MEDIA\40883703.pdf,native_pdfplumber,2,3407,ok,
DIGITAL-MEDIA,42156237.pdf,..\Dataset\DIGITAL-MEDIA\42156237.pdf,native_pdfplumber,1,2827,ok,
DIGITAL-MEDIA,50219114.pdf,..\Dataset\DIGITAL-MEDIA\50219114.pdf,native_pdfplumber,2,5942,ok,
DIGITAL-MEDIA,56952849.pdf,..\Dataset\DIGITAL-MEDIA\56952849.pdf,native_pdfplumber,2,8407,ok,
DIGITAL-MEDIA,58915642.pdf,..\Dataset\DIGITAL-MEDIA\58915642.pdf,native_pdfplumber,2,5749,ok,
DIGITAL-MEDIA,59011090.pdf,..\Dataset\DIGITAL-MEDIA\59011090.pdf,native_pdfplumber,2,2841,ok,
DIGITAL-MEDIA,62700506.pdf,..\Dataset\DIGITAL-MEDIA\62700506.pdf,native_pdfplumber,2,7683,ok,
DIGITAL-MEDIA,70196518.pdf,..\Dataset\DIGITAL-MEDIA\70196518.pdf,native_pdfplumber,1,2768,ok,
DIGITAL-MEDIA,73282756.pdf,..\Dataset\DIGITAL-MEDIA\73282756.pdf,native_pdfplumber,3,9052,ok,
DIGITAL-MEDIA,80679862.pdf,..\Dataset\DIGITAL-MEDIA\80679862.pdf,native_pdfplumber,2,9747,ok,
DIGITAL-MEDIA,81508860.pdf,..\Dataset\DIGITAL-MEDIA\81508860.pdf,native_pdfplumber,2,7243,ok,
DIGITAL-MEDIA,82929064.pdf,..\Dataset\DIGITAL-MEDIA\82929064.pdf,native_pdfplumber,1,2192,ok,
DIGITAL-MEDIA,90685127.pdf,..\Dataset\DIGITAL-MEDIA\90685127.pdf,native_pdfplumber,1,3030,ok,
DIGITAL-MEDIA,91318828.pdf,..\Dataset\DIGITAL-MEDIA\91318828.pdf,native_pdfplumber,1,4718,ok,
DIGITAL-MEDIA,91539554.pdf,..\Dataset\DIGITAL-MEDIA\91539554.pdf,native_pdfplumber,2,4816,ok,
DIGITAL-MEDIA,94492380.pdf,..\Dataset\DIGITAL-MEDIA\94492380.pdf,native_pdfplumber,2,5319,ok,
